,,,,,,,,,,,,,,,,Benchmark  /  Model MLC  /  Scenario  /  Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Inference,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3d-unet-99,3d-unet-99.9,dlrm-v2-99,,dlrm-v2-99.9,,gptj-99,,gptj-99.9,,llama2-70b-99,,llama2-70b-99.9,,llama2-70b-interactive-99,,llama2-70b-interactive-99.9,,llama3.1-405b,,mixtral-8x7b,,resnet,,retinanet,,rgat,stable-diffusion-xl,
,,,,,,,,,,,,,,,,Offline,Offline,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Server,Offline,Offline,Server
Public ID,Organization,Availability,System Name (click + for details),# of Nodes,Processor (click + for details),# of  Processors ,Accelerator (click + for details),# of Accelerators,Availability,Accelerator (click + for details),Host Processor Core Count,Processor (click + for details),Sum of # of  Processors ,Division/Power,,Samples/s,Samples/s,Samples/s,Queries/s,Samples/s,Queries/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Tokens/s,Samples/s,Queries/s,Tokens/s,Tokens/s,Samples/s,Queries/s,Samples/s,Queries/s,Samples/s,Samples/s,Queries/s
5.0-0032,GATEOverflow,available,GATE Overflow Intel Sapphire Rapids (2x RTX 4090),1,Intel(R) Xeon(R) w7-2495X,1,NVIDIA GeForce RTX 4090,2,available,NVIDIA GeForce RTX 4090,24,Intel(R) Xeon(R) w7-2495X,1,Closed ,# of Accelerators,2,2,,,,,,,,,,,,,,,,,,,,,2,2,,,,,
,,,,,,,,,,,,,,,# of Nodes,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,8.29,8.31,,,,,,,,,,,,,,,,,,,,,"87,921.10","73,725.30",,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
5.0-0033,GigaComputing,available,G893-SD1,1,Intel(R) Xeon(R) Platinum 8480+,2,NVIDIA H200-SXM-141GB,8,available,NVIDIA H200-SXM-141GB,56,Intel(R) Xeon(R) Platinum 8480+,2,Closed ,# of Accelerators,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
,,,,,,,,,,,,,,,# of Nodes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,54.75,54.75,"645,975.00","585,166.00","388,769.00","370,056.00","21,450.80","21,544.30","21,450.80","21,544.30","34,889.50","33,054.00","34,889.50","33,054.00","34,986.70","20,234.50","34,986.70","20,234.50",558.53,288.60,"62,386.20","60,205.00","765,403.00","676,219.00","14,992.50","14,004.60","418,270.00",19.18,16.76
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5.0-0034,GigaComputing,available,G893-ZX1-AAX2,1,2xAMD EPY 9175F,2,AMD Instinct MI325X 256GB HBM3E,8,available,AMD Instinct MI325X 256GB HBM3E,16,2xAMD EPY 9175F,2,Closed ,# of Accelerators,,,,,,,,,,,8,8,8,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,"33,251.30","29,094.35","33,251.30","29,094.35",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,
5.0-0035,Google,available,a3-ultragpu-8g (8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8581C CPU,2,NVIDIA H200-SXM-141GB,8,available,NVIDIA H200-SXM-141GB,56,INTEL(R) XEON(R) PLATINUM 8581C CPU,2,Closed ,# of Accelerators,,,8,8,8,8,8,8,8,8,8,8,8,8,,,,,8,8,8,8,,,8,8,,,
,,,,,,,,,,,,,,,# of Nodes,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,,,1,1,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,"634,294.00","555,883.00","383,039.00","362,655.00","21,040.90","20,501.80","21,040.90","20,501.80","34,144.70","31,390.23","34,144.70","31,390.23",,,,,552.59,276.43,"61,614.50","59,100.10",,,"14,765.70","12,909.50",,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2,,,2,2,,,
5.0-0036,Google,available,tpu-v6e-4,1,AMD EPYC 9B14,1,TPU Trillium,4,available,TPU Trillium,180,AMD EPYC 9B14,1,Closed ,# of Accelerators,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,5.48
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
5.0-0037,HPE,available,HPE ProLiant Compute DL384 Gen12 (1x GH200-144GB_aarch64 TensorRT),1,NVIDIA Grace CPU,1,NVIDIA GH200 Grace Hopper Superchip 144GB,1,available,NVIDIA GH200 Grace Hopper Superchip 144GB,72,NVIDIA Grace CPU,1,Closed ,# of Accelerators,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,1,1
,,,,,,,,,,,,,,,# of Nodes,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,,,"85,998.90","80,994.30","51,970.00","50,070.50","2,845.43","2,526.03","2,845.43","2,526.03","4,609.05","4,327.68","4,609.05","4,327.68",,,,,,,"8,324.43","7,735.98",,,,,,2.46,2.14
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,1,1
5.0-0038,HPE,available,HPE ProLiant Compute DL384 Gen12 (2x GH200-144GB_aarch64 TensorRT),1,NVIDIA Grace CPU,2,NVIDIA GH200 Grace Hopper Superchip 144GB,2,available,NVIDIA GH200 Grace Hopper Superchip 144GB,144,NVIDIA Grace CPU,2,Closed ,# of Accelerators,,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,2,2,,,,,,2,2
,,,,,,,,,,,,,,,# of Nodes,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,,,"173,943.00","157,961.00","103,949.00","98,162.10","5,666.16","5,039.82","5,666.16","5,039.82","9,362.85","8,674.58","9,362.85","8,674.58",,,,,,,"16,703.40","15,570.80",,,,,,5.02,4.34
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,2,2,,,,,,2,2
5.0-0039,HPE,available,HPE Cray XD670 with HPE GreenLake for File Storage (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480+,2,NVIDIA H100-SXM-80GB,8,available,NVIDIA H100-SXM-80GB,56,Intel(R) Xeon(R) Platinum 8480+,2,Closed ,# of Accelerators,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,,,,8,8,8,8,,8,8
,,,,,,,,,,,,,,,# of Nodes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,52.18,52.13,"599,191.00","555,631.00","377,305.00","358,055.00","20,993.90","19,363.20","20,796.00","19,363.30","31,238.00","30,457.70","31,252.10","30,500.78","23,389.30","14,008.50","23,385.00","13,987.60",,,,,"718,177.00","620,188.00","14,637.80","13,748.40",,18.10,16.04
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2,,2,2
5.0-0040,HPE,available,HPE Cray XD670 with Cray ClusterStor (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480+,2,NVIDIA H100-SXM-80GB,8,available,NVIDIA H100-SXM-80GB,56,Intel(R) Xeon(R) Platinum 8480+,2,Closed ,# of Accelerators,8,8,,,,,8,8,8,8,8,8,8,8,8,8,8,8,,,,,8,8,8,8,,8,8
,,,,,,,,,,,,,,,# of Nodes,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,52.11,52.20,,,,,"20,925.30","20,991.30","20,716.50","20,795.30","31,174.70","30,498.87","31,147.40","30,480.60","23,435.40","14,004.90","23,653.70","14,014.10",,,,,"717,848.00","620,188.00","14,633.10","13,748.40",,17.99,16.04
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2,,2,2
5.0-0041,HPE,available,HPE Cray XD670 with Cray ClusterStor (8x H200-SXM-141GB),1,Intel(R) Xeon(R) Platinum 8562Y+,2,NVIDIA H200-SXM-141GB,8,available,NVIDIA H200-SXM-141GB,32,Intel(R) Xeon(R) Platinum 8562Y+,2,Closed ,# of Accelerators,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,,,,8,8,8,8,,8,8
,,,,,,,,,,,,,,,# of Nodes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,55.10,55.12,"654,489.00","590,167.00","398,164.00","380,059.00","21,324.90","21,025.50","21,014.60","21,019.90","33,781.80","31,281.09","33,964.00","31,283.31","34,796.80","19,405.70","34,796.80","19,405.70",,,,,"769,420.00","667,216.00","14,909.60","14,388.80",,18.99,16.76
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2,,2,2
5.0-0042,HPE,available,HPE Compute Scale-up Server 3200 (4x H100-NVL-94GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8468,4,NVIDIA H100-NVL-94GB,4,available,NVIDIA H100-NVL-94GB,192,INTEL(R) XEON(R) PLATINUM 8468,4,Closed ,# of Accelerators,4,4,,,,,4,4,,,,,,,,,,,,,,,,,4,4,,,
,,,,,,,,,,,,,,,# of Nodes,1,1,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,21.91,21.91,,,,,"7,240.14","7,179.86",,,,,,,,,,,,,,,,,"5,326.87","5,097.82",,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,4,4,,,,,4,4,,,,,,,,,,,,,,,,,4,4,,,
5.0-0043,HPE,available,HPE ProLiant DL380a Compute Gen12 (8x H200-NVL-141GB TensorRT),1,Intel(R) Xeon(R) 6740E,2,NVIDIA H200-NVL-141GB,8,available,NVIDIA H200-NVL-141GB,192,Intel(R) Xeon(R) 6740E,2,Closed ,# of Accelerators,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,,,,,,8,8,8,8,8,8,,8,8
,,,,,,,,,,,,,,,# of Nodes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,49.47,49.47,"512,363.00","201,011.00","320,287.00","195,518.00","17,882.90","18,065.10","17,882.90","18,065.10","30,297.50","27,638.89","30,297.50","27,638.89",,,,,,,"52,205.90","50,123.90","686,884.00","620,188.00","13,549.50","11,988.40",,16.38,15.45
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,2,2,2,2,2,2,,2,2
5.0-0045,HPE,available,HPE ProLiant Compute DL380a Gen12 (8x H100-NVL-94GB TensorRT),1,INTEL(R) XEON(R) 6740E,2,NVIDIA H100-NVL-94GB,8,available,NVIDIA H100-NVL-94GB,96,INTEL(R) XEON(R) 6740E,2,Closed ,# of Accelerators,8,8,,,8,8,,,,,,,,,,,,,,,,,8,8,8,8,,,
,,,,,,,,,,,,,,,# of Nodes,1,1,,,1,1,,,,,,,,,,,,,,,,,1,1,1,1,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,43.24,43.24,,,"225,640.00","170,018.00",,,,,,,,,,,,,,,,,"483,928.00","480,097.00","10,893.60","9,991.13",,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,,,2,2,,,,,,,,,,,,,,,,,2,2,2,2,,,
5.0-0046,HPE,available,HPE ProLiant Compute DL380a Gen12 (8x L40S-PCIe-48GB TensorRT),1,Intel(R) Xeon(R) 6740E,2,NVIDIA L40S,8,available,NVIDIA L40S,96,Intel(R) Xeon(R) 6740E,2,Closed ,# of Accelerators,8,8,8,8,8,8,8,8,8,8,,,,,,,,,,,,,8,8,8,8,,8,8
,,,,,,,,,,,,,,,# of Nodes,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,27.11,27.11,"225,297.00","177,643.00","100,517.00","94,989.30","6,823.91","6,821.11","6,823.91","6,821.11",,,,,,,,,,,,,"330,082.00","344,052.00","6,305.13","6,095.48",,6.13,5.01
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,2,2,2,,2,2
5.0-0047,HPE,available,HPE ProLiant Compute DL380a Gen12 (8x L40S-PCIe-48GB TensorRT),1,Intel(R) Xeon(R) 6740E,2,NVIDIA L40S,8,available,NVIDIA L40S,96,Intel(R) Xeon(R) 6740E,2,Closed ,# of Accelerators,,,,,,,,,,,8,8,8,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,"3,655.89","3,181.65","3,655.89","3,181.65",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,
5.0-0048,Intel,available,1-node-2S-GNR_128C,1,INTEL(R) XEON(R) 6980P,2,N/A,0,available,N/A,128,INTEL(R) XEON(R) 6980P,2,Closed ,# of Accelerators,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,# of Nodes,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,,
,,,,,,,,,,,,,,,Avg. Result at System Name,3.65,3.65,"18,686.10","18,177.00","18,686.10","18,177.00",516.77,265.06,516.77,265.06,,,,,,,,,,,,,"45,530.40","40,184.80",713.77,580.88,"24,598.20",,
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,2,2,2,2,2,,
5.0-0049,Lambda,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,2,NVIDIA H200-SXM-141GB,8,available,NVIDIA H200-SXM-141GB,56,Intel(R) Xeon(R) Platinum 8480C,2,Closed ,# of Accelerators,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,,,,,,,,,,
,,,,,,,,,,,,,,,# of Nodes,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,"643,756.00","585,164.00","386,569.00","370,055.00","21,448.40","21,543.90","21,448.40","21,543.90","35,385.10","33,045.32","35,385.10","33,045.32","35,409.40","19,381.00","35,409.40","19,381.00",,,,,,,,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,
5.0-0050,Lenovo,available,ThinkSystem SR650a V4 (4x H100-NVL-94GB TensorRT),1,Intel(R) Xeon(R) 6787P,2,NVIDIA H100-NVL-94GB,4,available,NVIDIA H100-NVL-94GB,86,Intel(R) Xeon(R) 6787P,2,Closed ,# of Accelerators,4,4,,,,,4,4,4,4,,,,,,,,,,,4,4,4,4,4,4,,4,4
,,,,,,,,,,,,,,,# of Nodes,1,1,,,,,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,22.43,22.43,,,,,"7,705.97","6,773.87","7,705.97","6,773.87",,,,,,,,,,,"19,500.90","19,334.90","278,849.00","265,225.00","5,486.96","5,277.74",,6.46,5.90
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,,,,,2,2,2,2,,,,,,,,,,,2,2,2,2,2,2,,2,2
5.0-0051,Lenovo,available,ThinkSystem SR680a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,2,NVIDIA H200-SXM-141GB,8,available,NVIDIA H200-SXM-141GB,48,INTEL(R) XEON(R) PLATINUM 8568Y+,2,Closed ,# of Accelerators,8,8,,,,,8,8,8,8,8,8,8,8,8,8,8,8,,,8,8,8,8,8,8,8,8,8
,,,,,,,,,,,,,,,# of Nodes,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,54.66,54.66,,,,,"21,513.30","21,549.10","21,513.30","21,549.10","35,453.00","32,976.40","35,453.00","32,976.40","35,383.80","19,492.50","35,383.80","19,492.50",,,"63,446.70","61,317.20","773,300.00","673,220.00","14,785.20","13,588.80","450,144.00",19.43,16.68
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2
5.0-0052,Lenovo,available,ThinkSystem SR675 V3 (4x H200-SXM-141GB TensorRT),1,AMD EPYC 9655 96-Core Processor,2,NVIDIA H200-SXM-141GB,4,available,NVIDIA H200-SXM-141GB,96,AMD EPYC 9655 96-Core Processor,2,Closed ,# of Accelerators,4,4,,,,,4,4,4,4,4,4,4,4,,,,,,,4,4,4,4,4,4,,4,4
,,,,,,,,,,,,,,,# of Nodes,1,1,,,,,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,27.35,27.35,,,,,"10,825.50","10,503.70","10,825.50","10,503.70","17,654.10","14,652.78","17,654.10","14,652.78",,,,,,,"31,503.70","29,301.50","378,623.00","304,031.00","7,239.25","6,795.61",,9.56,8.27
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,,,,,2,2,2,2,2,2,2,2,,,,,,,2,2,2,2,2,2,,2,2
5.0-0053,Lenovo,available,ThinkSystem SR780a V3(8x H200-SXM-141GB TensorRT),1,INTEL(R) XEON(R) PLATINUM 8568Y+,2,NVIDIA H200-SXM-141GB,8,available,NVIDIA H200-SXM-141GB,48,INTEL(R) XEON(R) PLATINUM 8568Y+,2,Closed ,# of Accelerators,8,8,,,,,8,8,8,8,8,8,8,8,8,8,8,8,,,8,8,8,8,8,8,8,8,8
,,,,,,,,,,,,,,,# of Nodes,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,54.65,54.65,,,,,"21,626.00","21,553.40","21,626.00","21,553.40","35,400.20","32,934.70","35,400.20","32,934.70","35,498.50","19,448.10","35,498.50","19,448.10",,,"63,514.70","61,074.20","771,137.00","670,220.00","14,711.60","13,996.70","450,175.00",19.29,16.68
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2
5.0-0054,MangoBoost,available,MangoBoost-fp8-Mi300x-4-node,4,AMD EPYC 9534,2,AMD Instinct MI300X 192GB HBM3,8,available,AMD Instinct MI300X 192GB HBM3,128,AMD EPYC 9534,2,Closed ,# of Accelerators,,,,,,,,,,,8,8,8,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,"103,182.00","93,039.93","103,182.00","93,039.93",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,
5.0-0055,NVIDIA,available,NVIDIA DGX B200 (1x B200-SXM-180GB TensorRT),1,Intel(R) Xeon(R) Platinum 8570,2,NVIDIA B200-SXM-180GB,1,available,NVIDIA B200-SXM-180GB,56,Intel(R) Xeon(R) Platinum 8570,2,Closed ,# of Accelerators,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,"12,269.30","12,078.40","12,269.30","12,078.40",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,
5.0-0056,NVIDIA,available,NVIDIA DGX B200 (8x B200-SXM-180GB TensorRT),1,Intel(R) Xeon(R) Platinum 8570,2,NVIDIA B200-SXM-180GB,8,available,NVIDIA B200-SXM-180GB,56,Intel(R) Xeon(R) Platinum 8570,2,Closed ,# of Accelerators,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,,,,,,8,8
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,"98,858.00","98,443.30","98,858.00","98,443.30","98,858.00","59,409.30","98,858.00","59,409.30","1,526.29",845.82,"128,148.00","126,845.00",,,,,,30.38,28.44
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,2,2
5.0-0057,NVIDIA,available,NVIDIA DGX H100 (8x H100-SXM-80GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,2,NVIDIA H100-SXM-80GB,8,available,NVIDIA H100-SXM-80GB,56,Intel(R) Xeon(R) Platinum 8480C,2,Closed ,# of Accelerators,,,,,,,,,,,8,8,8,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,"31,306.80","31,106.28","31,306.80","31,106.28",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,
5.0-0058,NVIDIA,available,(72x GB200-186GB_aarch64 TensorRT Triton),18,NVIDIA Grace CPU,2,NVIDIA GB200,4,available,NVIDIA GB200,144,NVIDIA Grace CPU,2,Closed ,# of Accelerators,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,,,,,,,,,18,18,,,,,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,,,,,,,,,"13,886.40","8,850.10",,,,,,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
5.0-0059,NVIDIA,available,HPE ProLiant Compute DL384 Gen12 (1x GH200-144GB_aarch64 TensorRT),1,NVIDIA Grace CPU,1,NVIDIA GH200 Grace Hopper Superchip 144GB,1,available,NVIDIA GH200 Grace Hopper Superchip 144GB,144,NVIDIA Grace CPU,1,Closed ,# of Accelerators,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,1,1
,,,,,,,,,,,,,,,# of Nodes,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,,,"87,268.00","80,994.20","52,549.10","50,991.70","2,824.83","2,526.75","2,824.83","2,526.75","4,686.14","4,350.26","4,686.14","4,350.26",,,,,,,"8,345.73","8,042.27",,,,,,2.52,2.28
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,1,1
5.0-0060,NVIDIA,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,2,NVIDIA H200-SXM-141GB,8,available,NVIDIA H200-SXM-141GB,56,Intel(R) Xeon(R) Platinum 8480C,2,Closed ,# of Accelerators,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
,,,,,,,,,,,,,,,# of Nodes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,Avg. Result at System Name,54.60,54.60,"641,629.00","585,164.00","385,327.00","370,054.00","21,182.50","21,544.60","21,182.50","21,544.60","34,988.20","33,071.46","34,988.20","33,071.46","34,989.20","19,424.20","34,989.20","19,424.20",560.65,291.37,"62,629.60","61,802.00","760,715.00","632,194.00","14,568.60","13,588.80","441,817.00",18.99,18.30
,,,,,,,,,,,,,,,Sum of # of  Processors ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5.0-0061,NVIDIA,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT Triton),1,Intel(R) Xeon(R) Platinum 8480C,2,NVIDIA H200-SXM-141GB,8,available,NVIDIA H200-SXM-141GB,56,Intel(R) Xeon(R) Platinum 8480C,2,Closed ,# of Accelerators,,,,,,,,,,,8,8,8,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,# of Nodes,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,,,,,"34,300.20","33,024.68","34,300.20","33,024.68",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,
5.0-0062,Oracle,available,NVIDIA H200 (8x H200-SXM-141GB TensorRT),1,Intel(R) Xeon(R) Platinum 8480C,2,NVIDIA H200-SXM-141GB,8,available,NVIDIA H200-SXM-141GB,56,Intel(R) Xeon(R) Platinum 8480C,2,Closed ,# of Accelerators,,,,,,,8,8,8,8,8,8,8,8,,,,,,,8,8,8,8,8,8,8,,
,,,,,,,,,,,,,,,# of Nodes,,,,,,,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,,
,,,,,,,,,,,,,,,Avg. Result at System Name,,,,,,,"21,104.10","21,527.40","21,104.10","21,527.40","34,556.60","33,000.97","34,556.60","33,000.97",,,,,,,"60,708.60","59,149.80","755,069.00","632,198.00","14,693.20","13,588.80","410,017.00",,
,,,,,,,,,,,,,,,Sum of # of  Processors ,,,,,,,2,2,2,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,,
